revenue
4541.76
6726.60
14712.66
13660.80
10057.47
15165.33
10839.35
8450.28
6238.79
4661.09
8353.67
7265.81
6860.43
7954.33
9718.44
7795.23
3629.91
1263.62
5431.61
3182.86
13969.06
4179.40
5878.56
13577.46
7413.03
4279.79
5715.60
6795.84
10363.49
6230.92
4217.29
6312.22
3783.65
2520.37
 -   
9129.92
6342.52
13577.69
1845.56
6128.73
9945.63
9316.38
10526.24
2842.11
5875.52
9246.44
7116.87
4392.75
19227.38
7315.52
9523.15
2893.83
3017.43
16844.69
5756.97
12083.53
3472.48
7531.50
6646.00
18167.26
20438.31
4333.01
17306.24
15417.16
5128.73
10584.92
9091.37
8263.39
1055.66
2362.94
7401.28
7446.87
10133.35
2996.60
7079.57
7362.22
6020.86
12994.53
14641.58
10998.30
6377.57
11028.78
7019.12
4140.04
5417.06
2353.85
8005.29
4698.73
12668.85
12283.52
3204.37
4246.03
4317.77
13744.89
1234.01
7590.01
4329.18
9872.43
1632.39
15757.53
16003.68
9734.33
15111.65
8361.10
17434.20
12206.44
5109.87
9233.92
9769.52
15997.64
7027.91
3473.31
14483.62
15809.60
8631.41
16577.65
10572.67
13552.22
12509.52
6621.66
8256.50
13944.83
3157.15
10563.56
9698.21
5499.78
5845.33
4105.01
11305.17
9086.04
6273.56
4082.68
5984.53
2959.68
10561.67
8032.77
8866.05
2957.89
13389.32
5145.07
4703.81
7316.90
14234.67
6501.57
9442.21
5580.71
9975.90
8870.38
12713.61
8293.75
1004.29
2179.93
11685.94
16366.73
10671.55
13462.38
13197.09
2957.75
7543.73
9886.74
12383.71
8236.24
9719.60
9127.57
19090.18
10054.89
9131.51
4820.92
1755.51
8545.41
8649.55
7851.11
10471.09
2040.72
19624.57
1724.77
8155.75
8421.18
6261.97
8230.20
4868.27
7147.03
3278.47
14887.42
10835.08
10680.71
5265.00
8990.73
14665.92
19453.44
11218.07
5661.89
 -   
9639.72
4881.83
2910.17
7507.29
9969.61
11613.77
2653.82
6646.78
19206.49
4469.23
8560.56
8324.26
9391.28
