revenue
11876.03
14333.00
8101.97
10928.92
18166.40
10362.54
9030.74
10020.35
2635.78
5483.80
4110.02
6424.62
9402.18
10862.48
20962.91
7356.59
3716.15
10162.97
15302.17
3691.02
3347.75
21989.89
5295.14
10973.80
11618.24
4488.84
4140.11
1996.90
5210.00
10825.21
7509.83
10159.87
912.51
10634.13
8097.20
1250.37
5091.52
5823.81
10601.86
11478.23
14032.90
9104.74
4499.13
11173.98
6278.39
12194.93
24371.35
2845.51
5639.20
16224.15
5398.78
10301.10
6830.14
5449.69
14538.28
13361.49
6505.15
16764.48
7336.92
3980.11
6724.81
8599.31
6753.77
10100.05
11209.89
3452.52
12015.04
5182.29
3564.83
17035.86
8886.96
6483.24
3013.10
12984.93
4496.18
11918.49
7968.17
3338.54
7863.18
9479.71
7188.80
12240.15
8745.05
8762.84
5978.54
8847.28
5470.95
3459.14
9427.58
8752.81
11758.03
9586.48
7861.94
9906.82
10888.38
1624.68
7794.40
3290.81
1984.45
11746.83
 -   
4458.38
4908.94
5368.04
2152.42
4471.59
13178.70
10750.01
5753.10
12248.38
6188.33
2017.38
5180.21
4971.79
5394.96
16004.90
4108.16
5816.16
11816.06
4867.08
4315.19
5055.97
 -   
1741.97
13558.08
6178.36
4139.25
21729.13
4229.21
13952.24
18587.53
5499.94
9030.83
8219.58
6662.15
4518.46
16933.57
2657.72
6368.49
10299.91
10938.54
10569.75
9280.49
10878.76
1739.05
8538.55
10549.66
18816.01
8480.87
4262.20
3521.10
10609.01
14565.93
4370.19
4491.34
6232.14
2855.68
4727.35
8553.36
16276.42
8315.40
12946.33
3042.87
8411.88
8127.49
3159.74
9784.73
6097.68
4469.49
7434.53
3022.38
9135.81
5409.46
10138.12
5716.52
11876.91
14349.24
5332.47
3942.43
5819.34
5363.06
11703.53
2428.07
8992.83
16461.94
5470.38
6185.60
12280.38
8686.51
8548.50
7471.81
4477.89
10592.72
4545.79
5998.15
3574.50
2812.10
1871.29
6636.72
6283.07
5422.44
6825.56
8094.97
9669.53
12819.75
6296.31
3318.70
3679.11
2986.41
7771.30
7204.85
6429.70
7713.82
3915.48
14374.92
9656.65
15096.18
3007.19
7071.94
1926.91
4035.94
12448.02
10215.85
8194.05
19336.45
6883.89
4030.31
11000.64
3725.12
2486.66
3087.92
13247.62
8226.73
8797.27
11234.40
19337.46
7195.38
6547.08
10710.59
8151.75
9460.09
7717.37
7586.15
3657.50
9151.78
17025.90
7163.77
6313.78
10635.13
7473.25
18338.12
11740.88
11085.69
11499.39
17710.92
12169.29
9287.52
6470.96
8737.92
8709.75
4998.20
11420.88
7896.49
 -   
5900.33
9458.90
9450.09
14907.91
6345.16
4371.83
6766.46
5583.89
7118.67
12240.83
3221.55
17011.69
10121.25
5385.89
4394.24
6842.24
20075.14
5477.14
5700.47
10775.75
4903.52
5811.83
14955.21
4898.27
8141.18
8590.06
5897.36
8746.83
12088.08
8223.29
14408.49
12097.72
2984.22
6400.87
2870.06
7433.22
5531.19
5383.82
8408.85
8360.07
13109.92
7067.34
5491.23
2735.78
10205.82
13769.25
6794.59
9436.19
6585.69
9912.39
5643.82
7202.98
5601.89
4121.98
7623.28
15629.73
14554.53
5456.11
4370.39
11372.29
3800.78
3479.53
5917.52
5685.33
7029.97
1266.60
7729.54
11539.92
7238.95
20476.87
4263.40
7212.18
12022.87
10995.38
2580.41
5376.92
3237.50
3894.73
3071.34
13039.25
2621.88
10528.40
8048.01
12962.66
5541.02
3054.18
5038.69
3167.92
10925.25
4499.55
15341.69
3929.92
7896.73
6265.80
11083.57
5250.72
4174.26
8486.38
8825.06
7972.68
9372.89
9765.94
3513.77
6995.28
4576.04
9965.23
7668.67
10178.05
10216.51
10453.50
7246.68
12310.71
7643.53
2017.02
7603.28
11646.59
17447.72
11870.32
5323.06
12453.18
10753.58
4755.86
10826.95
6500.61
10296.08
20625.51
7549.76
11021.95
5400.29
5462.78
4184.45
13028.33
9685.89
10466.41
4631.44
6909.71
10816.15
7417.53
3796.61
4530.45
1734.99
5969.50
4371.75
11857.80
7149.90
7448.92
6321.08
7091.31
7471.97
4217.92
1143.98
5587.61
9035.97
8539.68
7289.51
3628.05
7959.56
5887.48
8145.99
17137.01
7563.65
11018.56
4752.12
9161.65
4950.92
8461.01
3702.96
3689.60
2789.48
6916.12
15164.96
7273.50
11633.91
16291.11
2437.03
5522.19
12889.42
6964.00
12790.41
6637.08
6294.64
6793.89
7476.70
6924.07
3165.34
9596.57
7569.87
10268.79
9306.26
8812.76
6472.14
8359.69
7163.04
4101.70
5602.42
7367.80
4826.14
13122.18
9867.55
9170.41
9138.26
7678.68
7587.55
11060.79
4734.64
4719.02
7125.21
7729.28
5338.05
6043.64
12018.77
9117.77
6159.95
6632.02
5959.24
6419.55
9687.90
3834.04
9902.90
2961.62
3594.65
4771.70
6359.58
 -   
18239.54
6207.24
2999.43
7034.35
6808.63
2091.89
6544.39
11264.11
3370.54
8396.11
3442.07
8299.12
14646.67
7517.66
4584.80
10946.79
2687.47
5318.96
13345.94
3436.17
3641.09
12928.35
3480.38
11214.67
12067.81
10495.40
16136.58
6654.69
9002.21
9032.88
14263.05
14525.32
3174.24
4871.51
12076.06
7871.68
9216.65
3698.07
14216.68
8971.20
1888.79
5783.20
18477.98
13966.59
6923.06
4034.95
8506.26
10085.88
7349.70
3326.08
13040.46
12166.73
4914.23
8701.97
21042.47
3406.43
2441.75
7826.12
8504.15
9145.42
18654.91
3339.34
7820.56
17180.55
8555.19
7776.97
17486.77
4084.94
17379.39
9601.35
11322.77
6553.94
6411.62
5174.46
6466.64
8757.75
6006.13
4932.82
11912.40
5835.96
 -   
7523.14
6309.25
1693.25
9840.54
9453.90
3410.91
1264.12
6053.17
17911.59
10524.86
5905.40
10686.28
7234.80
1995.67
9525.04
8001.26
5711.74
4765.93
18028.38
2067.96
8285.31
10452.05
8727.77
5931.60
13624.66
8847.09
9988.26
7415.60
5854.95
10475.84
4546.90
1370.70
2589.58
10229.60
7770.97
9633.89
5470.70
11600.82
16708.43
6025.26
3557.87
9726.07
5047.08
7389.82
13763.59
14859.40
9895.73
6859.97
5321.08
14991.09
10153.43
9767.79
2113.04
6179.40
2660.93
12341.93
2570.23
2866.61
13411.39
1764.79
11959.86
9539.33
2318.44
9187.11
3113.97
3820.78
10212.57
7054.69
5583.58
6560.03
13154.22
16428.95
7895.81
12977.44
6454.38
12731.39
10854.16
8358.22
8891.76
8409.26
7350.92
7836.43
9277.39
5560.23
9511.54
9807.47
15217.95
5178.55
1823.80
11512.75
6586.23
10600.54
8477.11
8449.01
15755.07
2658.01
4593.73
1209.01
8936.30
9733.96
16218.87
7855.15
7124.91
5663.89
9404.28
8106.66
5511.84
1550.67
15636.10
3603.31
8392.36
5916.76
12370.31
7103.72
9036.22
8993.77
8948.09
4070.50
9589.17
8355.41
7762.66
8395.02
7887.74
7259.97
8737.35
13458.08
13517.81
9198.41
6132.34
11124.92
7018.26
10252.71
1482.93
13732.16
7008.20
19899.57
10047.83
11022.96
8997.23
9962.02
13747.43
8764.10
9528.64
2849.13
6918.82
8815.51
10378.10
12355.55
12963.32
26885.87
3283.33
11683.98
5970.60
14241.64
5542.56
4899.58
4182.15
5369.27
12117.95
4896.94
17023.24
9555.04
7131.43
8036.30
3114.38
4118.46
3857.06
4598.44
5880.21
5146.73
9021.56
12001.28
4875.36
5629.86
3655.80
16024.80
16438.72
13628.84
13043.56
10881.82
4332.06
9314.22
10740.91
7101.05
10292.40
3852.24
10223.68
11026.59
10303.94
9818.84
5955.55
13492.85
9786.25
13718.64
9563.96
8707.75
4418.21
11987.18
4476.04
9064.35
6358.62
11474.76
13907.25
3187.25
18625.48
5979.76
4292.31
7306.24
1516.40
10402.83
9233.37
8240.79
3484.72
10546.13
10560.07
8009.14
5855.39
13674.85
13597.80
13587.09
8843.43
4688.47
5283.70
4930.95
11387.56
5775.69
12791.38
10449.95
4548.32
19553.02
9761.47
8676.10
12323.57
7015.27
6744.79
11390.30
4365.65
12162.07
5968.98
3584.58
11525.73
1737.65
5683.41
14994.73
8604.69
12510.99
4621.69
5849.09
3283.64
5114.87
 -   
10107.90
10738.79
5336.29
5571.98
7754.35
6452.94
5065.41
6793.61
16371.31
7744.31
6116.01
16150.84
3365.22
7412.85
7432.92
4640.65
5475.90
1898.07
3782.52
11378.08
6662.18
12230.47
11615.15
5527.89
24364.06
7076.02
16829.97
 -   
15284.96
11858.05
1592.35
5300.04
7213.02
5031.19
8710.62
14694.06
14010.85
5815.54
1766.88
12576.25
5469.67
3491.90
10986.29
3464.13
11771.29
11113.84
6301.93
7714.49
6777.55
6245.46
16212.93
11976.91
6342.74
16668.14
7781.92
4276.35
6476.20
2546.03
9112.17
4746.31
7186.19
7575.65
9167.68
13290.90
13551.48
24000.83
10357.50
9354.22
13278.90
6990.37
2408.61
3734.76
6926.16
8586.61
3013.24
1616.87
7336.19
10104.90
9011.94
20393.35
11826.83
6726.21
6509.04
15023.15
8639.91
7041.55
3194.48
10439.65
5001.34
7738.06
3118.75
9185.79
6489.27
6312.38
5797.40
3959.40
5480.60
10742.44
7234.39
11885.41
1389.05
3612.60
11507.86
9565.22
13526.91
6880.24
14672.92
1700.43
4546.30
10376.02
7051.66
2986.49
9596.25
3926.57
3871.63
11799.86
7102.18
3091.60
8356.59
9050.81
9951.61
5589.63
7085.52
10483.13
15430.69
11033.19
8343.87
8038.74
7904.17
11356.34
10458.08
3471.99
3461.59
11295.37
11588.12
9130.51
6638.83
8096.46
11047.79
12684.62
3321.37
14026.86
3251.27
17506.87
5431.29
21942.91
12894.56
14902.81
6794.13
10793.06
5682.91
9754.10
4537.56
6272.46
3317.59
4314.84
9220.92
17561.80
14435.99
6541.65
2128.89
9577.15
11428.35
5550.02
6531.81
6387.65
5098.70
7360.95
13969.77
14511.94
7889.15
20393.07
15378.70
3741.89
